,A1,A2,A3,BV,DT,G,GM,H,H_sigma,IR,K1,K2,M1,M2,PC,UB,a,ad,albedo,class,closeness,condition_code,data_arc,diameter,diameter_sigma,dv,e,epoch,epoch_cal,epoch_mjd,equinox,est_diameter,extent,first_obs,full_name,i,id,last_obs,ma,moid,moid_ld,n,n_del_obs_used,n_dop_obs_used,n_obs_used,name,neo,om,orbit_id,pdes,per,per_y,pha,prefix,price,producer,profit,prov_des,q,rms,rot_per,saved,score,sigma_a,sigma_ad,sigma_e,sigma_i,sigma_ma,sigma_n,sigma_om,sigma_per,sigma_q,sigma_tp,sigma_w,spec,spec_B,spec_T,spkid,t_jup,tp,tp_cal,two_body,w
272,,,,0.76,,,,10.26,,,,,,,,0.374,2.395036238273572,2.778475913311526,0.1624,MBA,2649.5432984674558,0.0,38123.0,29.27,1.3,,0.1600976506787017,2457000.5,20141209.0,57000.0,J2000,,,1910-02-02,273 Atropos,20.45354368696081,a0000273,2014-06-19,328.2198750820953,1.06166,413.1662222,0.2659107778940255,,,1302.0,Atropos,N,158.9603215052256,JPL 51,273.0,1353.837564807066,3.70660524245603,N,,0.0,Otto Matic,0.0,,2.011596563235618,0.48049,23.924,-2.4060839323263824e+16,0.0,9.3486e-09,1.0845e-08,4.1747e-08,5.3828e-06,1.6415e-05,1.5569e-09,1.375e-05,7.9267e-06,1.0134e-07,6.1878e-05,2.0704e-05,?,,SCTU,2000273.0,3.428,2457120.014241467,20150407.5142415,,121.2339416815646
273,,,,,,,,9.9,,,,,,,,,3.047056764645995,3.415948861894504,0.2282,MBA,2635.0133181380675,0.0,44421.0,26.57,2.4,,0.1210650558035687,2457000.5,20141209.0,57000.0,J2000,,,1893-03-19,274 Philagoria,3.67882236953799,a0000274,2014-11-01,294.4414936725386,1.67609,652.2839453,0.1853033439224443,,,1577.0,Philagoria,N,92.8504955671884,JPL 11,274.0,1942.760407770473,5.31898811162347,N,,0.0,Otto Matic,0.0,,2.678164667397487,0.57783,17.96,-1.7997710794644536e+16,0.0,1.6036e-08,1.7978e-08,4.2652e-08,4.8876e-06,2.2817e-05,1.4629e-09,7.9514e-05,1.5337e-05,1.3126e-07,0.00012423,8.2015e-05,?,,,2000274.0,3.224,2457354.2901957934,20151127.7901958,,119.1454385974791
274,,,,0.723,,,,8.85,,,,,,,,0.324,2.771479400754645,3.223430011120647,0.036,MBA,2640.828032818764,0.0,44833.0,103.0,,,0.1630719716852091,2457000.5,20141209.0,57000.0,J2000,,,1891-12-31,275 Sapientia,4.764086740517505,a0000275,2014-09-30,172.8680636062596,1.32824,516.9111608,0.2136173835435168,,,1654.0,Sapientia,N,134.0996054140348,JPL 59,275.0,1685.256106166392,4.61397975678684,N,,8.508910025009971e+17,Otto Matic,5.479211280363985e+16,,2.319528790388643,0.56244,14.766,-7.100010038638368e+17,132.06140164093821,9.3964e-09,1.0929e-08,2.6678e-08,3.4916e-06,1.1853e-05,1.0864e-09,4.1467e-05,8.5705e-06,7.3429e-08,5.4431e-05,4.2984e-05,C,C,X,2000275.0,3.313,2456191.258445129,20120920.7584451,,39.92569652649285
275,,,,0.708,,,,8.5,,,,,,,,0.271,3.11583002976054,3.329561533017757,0.045,MBA,2633.416243375557,0.0,42040.0,121.6,7.7,,0.06859536663289768,2457000.5,20141209.0,57000.0,J2000,,,1899-05-14,276 Adelheid,21.61588092974559,a0000276,2014-06-20,97.56868266276865,2.01095,782.6014115,0.1792022408079021,,,1367.0,Adelheid,N,211.1828895643185,JPL 24,276.0,2008.903451078529,5.50007789480775,N,,0.0,Otto Matic,0.0,,2.902098526503323,0.5752,6.315,-1.725215416870804e+18,0.0,1.7375e-08,1.8567e-08,4.0417e-08,5.5053e-06,3.5868e-05,1.499e-09,1.2598e-05,1.6804e-05,1.2783e-07,0.00019917,3.829e-05,?,,X,2000276.0,3.105,2456456.0387130044,20130612.538713,,265.0949385014836
276,,,,0.806,,,,9.84,,,,,,,,0.436,2.886545683765194,3.147775468386004,0.277,MBA,2637.7828895269377,0.0,41863.0,27.19,0.9,,0.09049909935257378,2457000.5,20141209.0,57000.0,J2000,,,1899-08-08,277 Elvira,1.161352596261534,a0000277,2014-03-21,145.5329367197388,1.62456,632.2300152,0.2009724010160414,,,1505.0,Elvira,N,231.3345224010618,JPL 8,277.0,1791.290735344627,4.90428674974573,N,,0.0,Otto Matic,0.0,,2.625315899144385,0.54376,29.69,-1.9287246383805692e+16,0.0,1.7225e-08,1.8784e-08,4.7492e-08,5.1513e-06,2.8498e-05,1.7989e-09,0.00027284,1.6034e-05,1.399e-07,0.00014142,0.00027415,?,,S,2000277.0,3.286,2456276.3561076843,20121214.8561077,,137.6016854107495
277,,,,,,,,9.3,,,,,,,,,2.755865045001331,3.122554736938857,0.2505,MBA,2640.816498387526,0.0,45271.0,35.01,1.6,,0.1330579277104438,2457000.5,20141209.0,57000.0,J2000,,,1890-11-13,278 Paulina,7.81855929041591,a0000278,2014-10-25,275.4417971333257,1.39286,542.0593262,0.2154354431731573,,,1511.0,Paulina,N,62.07503765630994,JPL 14,278.0,1671.034230475476,4.57504238323197,N,,7.611219705839591e-39,Otto Matic,4.901132882745988e-40,,2.389175353063805,0.56992,6.497,-5.579024044380419e+16,1.5222439411679184e-50,1.1578e-08,1.3119e-08,4.6635e-08,4.9787e-06,1.641e-05,1.3576e-09,3.5672e-05,1.0531e-05,1.2973e-07,7.7537e-05,3.8463e-05,S,S,,2000278.0,3.317,2457392.999031827,20160105.4990318,,139.652159176628
278,,,,0.746,,,,8.57,,,,,,,,0.232,4.305813656383833,4.359200883883162,0.0412,OMB,2618.368465672202,0.0,45245.0,126.59,3.7,,0.012398870866178,2457000.5,20141209.0,57000.0,J2000,,,1890-12-12,279 Thule,2.330677524518564,a0000279,2014-10-28,351.6469756105145,3.26884,1272.1344628,0.1103116111348148,,,1622.0,Thule,N,73.57906218135054,JPL 22,279.0,3263.482386818142,8.9349278215418,N,,2.6612203064510483e+17,Otto Matic,1.6990868749339186e+16,,4.252426428884505,0.58084,15.962,3.807903920519752e+18,130.93842328361012,3.7155e-08,3.7616e-08,3.989e-08,3.8896e-06,0.00018357,1.4278e-09,0.00011915,4.2241e-05,1.8637e-07,0.0016636,0.00021928,X,X,D,2000279.0,3.026,2457076.2220776994,20150222.7220777,,47.63671534534657
279,,,,0.65,,,,10.9,,,,,,,,0.22,2.942709681976343,3.257387175373661,0.0444,MBA,2636.8201692802795,0.0,45542.0,45.69,2.0,,0.1069346036153924,2457000.5,20141209.0,57000.0,J2000,,,1890-02-15,280 Philia,7.445231279238924,a0000280,2014-10-25,295.9306831914566,1.65791,645.2088347,0.1952463602896703,,,1356.0,Philia,N,9.916007006640514,JPL 11,280.0,1843.82438405458,5.04811604121719,N,,0.0,Otto Matic,0.0,,2.628032188579025,0.53065,70.26,-9.151790709990267e+16,0.0,1.7823e-08,1.9729e-08,4.0563e-08,6.572e-06,3.0157e-05,1.7738e-09,3.5362e-05,1.6751e-05,1.2432e-07,0.00015479,4.6412e-05,?,,,2000280.0,3.251,2457328.6460238923,20151102.1460239,,89.77165285136905
280,,,,0.918,,0.28,,12.02,,,,,,,,0.53,2.187710664201781,2.476118479081763,0.1987,MBA,2654.913912080733,0.0,45469.0,11.76,0.9,,0.1318308767239163,2457000.5,20141209.0,57000.0,J2000,,,1890-04-16,281 Lucretia,5.302483091415228,a0000281,2014-10-12,339.3305528550441,0.90922,353.8411474,0.3045925299468262,,,1872.0,Lucretia,N,31.43513656754425,JPL 12,281.0,1181.906857869582,3.23588462113506,N,,2.8846949311207386e-40,Otto Matic,1.8674729900604108e-41,,1.899302849321799,0.42086,4.348,-2114481384511501.0,5.769389862241477e-52,7.3396e-09,8.3072e-09,3.8876e-08,5.0805e-06,1.9183e-05,1.5328e-09,4.8721e-05,5.9478e-06,8.4267e-08,6.2989e-05,5.2934e-05,S,S,SU,2000281.0,3.658,2457068.359337025,20150214.859337,,16.59459535689842
281,,,,0.628,,,,10.91,,,,,,,,0.274,2.338808758168058,2.528276468347403,0.0502,MBA,2650.3529596296025,0.0,42232.0,39.03,1.0,,0.08101034747610164,2457000.5,20141209.0,57000.0,J2000,,,1898-10-20,282 Clorinde,9.033252006748468,a0000282,2014-06-06,111.9570724084673,1.18233,460.1273661,0.2755573545284773,,,1405.0,Clorinde,N,144.9737511005819,JPL 52,282.0,1306.443083749361,3.57684622518648,N,,4.616874740683994e+16,Otto Matic,2983704444676639.0,,2.149341047988714,0.52055,6.42,-2.7268678932529696e+16,132.53764798148015,8.6918e-09,9.3959e-09,3.8243e-08,4.9563e-06,2.655e-05,1.5361e-09,2.6052e-05,7.2828e-06,8.9082e-08,9.6152e-05,3.7553e-05,B,B,BFU,2000282.0,3.545,2456594.206825209,20131028.7068252,,296.0322428017085
282,,,,0.712,,,0.0920874,8.72,,,,,,,,0.297,3.046462423673732,3.498153633250582,0.0262,MBA,2635.3087118027183,0.0,44117.0,148.06,4.6,,0.1482674481939466,2457000.5,20141209.0,57000.0,J2000,,,1894-01-11,283 Emma,7.993512061366029,a0000283,2014-10-26,15.93144994722966,1.60021,622.7537257,0.1853575734150353,,,1474.0,Emma,N,304.3708646734555,JPL 52,283.0,1942.192020360138,5.31743195170469,N,,0.0,Otto Matic,0.0,,2.594771214096882,0.58308,6.896,-10115400000.0,0.0,1.3963e-08,1.6034e-08,4.3925e-08,4.9926e-06,1.6197e-05,1.2744e-09,3.6515e-05,1.3353e-05,1.3328e-07,8.7202e-05,3.9244e-05,?,,X,2000283.0,3.207,2456914.5501806657,20140914.0501807,,53.61140712730276
283,,,,0.698,,0.11,,10.05,,,,,,,,0.38,2.360035562341175,2.883310315274147,0.0602,MBA,2651.2680178670535,0.0,44277.0,52.95,2.6,,0.2217232491250593,2457000.5,20141209.0,57000.0,J2000,,,1893-08-08,284 Amalia,8.054646982487183,a0000284,2014-10-30,197.2121627261517,0.836861,325.68119537,0.2718480693909004,,,1575.0,Amalia,N,233.8349765514274,JPL 84,284.0,1324.269106661716,3.6256512160485,N,,1.1560061660254509e+17,Otto Matic,7473392262439108.0,,1.836760809408203,0.53588,8.545,-9.645953899364371e+16,132.5834008933527,5.885e-09,7.1899e-09,3.1852e-08,4.9128e-06,1.234e-05,1.0168e-09,2.7901e-05,4.9533e-06,7.5095e-08,4.6338e-05,3.0056e-05,Ch,Ch,CX,2000284.0,3.505,2457599.319177339,20160729.8191773,,57.69621501363387
284,,,,,,,,10.7,,,,,,,,,3.084411511309425,3.723495881845028,0.0547,MBA,2635.4519035654657,0.0,37678.0,45.13,2.2,,0.2071981537457993,2457000.5,20141209.0,57000.0,J2000,,,1911-09-01,285 Regina,17.61918576207329,a0000285,2014-10-28,28.02054375662043,1.4372,559.315124,0.1819472940086169,,,1087.0,Regina,N,311.3875331024306,JPL 11,285.0,1978.594965984769,5.41709778503701,N,,0.0,Otto Matic,0.0,,2.445327140773822,0.50968,9.542,-8.819391184544048e+16,0.0,1.6834e-08,2.0322e-08,5.9029e-08,6.9876e-06,1.2554e-05,1.4896e-09,1.8701e-05,1.6198e-05,1.805e-07,6.8625e-05,2.187e-05,?,,,2000285.0,3.123,2456846.4963699416,20140707.9963699,,14.53299246060469
285,,,,0.69,,,,8.9,,,,,,,,0.328,3.195901265835904,3.289353978827838,0.0508,MBA,2631.91681997298,0.0,42502.0,94.3,2.6,,0.0292414268209536,2457000.5,20141209.0,57000.0,J2000,,,1898-02-18,286 Iclea,17.90098869444736,a0000286,2014-07-02,305.2470077128676,2.10404,818.8292468,0.1725099078813485,,,1272.0,Iclea,N,149.1183766622966,JPL 10,286.0,2086.836660115815,5.71344739251421,N,,6.529761748517951e+17,Otto Matic,4.1905737625312856e+16,,3.102448552843971,0.57663,15.365,-5.448567892729591e+17,131.61584099864902,2.3683e-08,2.4376e-08,4.3532e-08,5.24e-06,8.4855e-05,1.9176e-09,1.6743e-05,2.3197e-05,1.3485e-07,0.00049286,8.4552e-05,Ch,Ch,CX,2000286.0,3.119,2457317.890420988,20151022.390421,,214.1075792130306
286,,,,0.873,,0.22,,8.3,,,,,,,,0.49,2.352625888952627,2.406755458699666,0.1851,MBA,2649.775238560248,0.0,42543.0,67.6,1.4,,0.02300815017007959,2457000.5,20141209.0,57000.0,J2000,,,1897-12-16,287 Nephthys,10.03440977178792,a0000287,2014-06-09,321.847400560819,1.29684,504.6912228,0.2731333718781207,,,2242.0,Nephthys,N,142.3838562559469,JPL 93,287.0,1318.037402476917,3.60858973984098,N,,0.0,Otto Matic,0.0,,2.298496319205588,0.55605,7.605,-2.964030672053664e+17,0.0,3.5357e-09,3.6171e-09,2.4613e-08,2.6739e-06,4.8371e-05,6.1573e-10,1.4198e-05,2.9713e-06,5.8266e-08,0.00017716,5.0211e-05,?,,S,2000287.0,3.536,2457140.184869618,20150427.6848696,,121.0914688293278
287,,,,0.845,,,,9.84,,,,,,,,0.407,2.761224048712548,3.325736500105998,0.1973,MBA,2641.625796549764,0.0,44909.0,32.21,2.2,,0.2044428273238676,2457000.5,20141209.0,57000.0,J2000,,,1891-08-27,288 Glauke,4.33557707645045,a0000288,2014-08-11,47.45973324338209,1.19954,466.8249818,0.2148085695676898,,,1688.0,Glauke,N,120.1420112197423,JPL 14,288.0,1675.910792220782,4.58839368164485,N,,5.927207081585669e-39,Otto Matic,3.81790741227405e-40,,2.196711597319098,0.55344,1200.0,-4.344642790802294e+16,1.1854414163171338e-50,8.5922e-09,1.0349e-08,3.9141e-08,4.7975e-06,1.2028e-05,1.0026e-09,6.3508e-05,7.8225e-06,1.0819e-07,5.5793e-05,6.4321e-05,S,S,S,2000288.0,3.307,2456779.5603357265,20140502.0603357,,84.75502144043284
288,,,,1.047,,,,9.51,,,,,,,,0.655,2.873945930256741,3.462356379134868,0.2438,MBA,2639.337303604473,0.0,40997.0,33.73,2.6,,0.2047395682303464,2457000.5,20141209.0,57000.0,J2000,,,1902-08-07,289 Nenetta,6.694676356599018,a0000289,2014-11-04,342.9391145994742,1.28566,500.3403022,0.2022954823100485,,,1815.0,Nenetta,N,182.1166224378579,JPL 12,289.0,1779.575084372104,4.87221104550884,N,,0.0,Otto Matic,0.0,,2.285535481378615,0.53448,6.902,-4.9892001232669464e+16,0.0,1.4659e-08,1.766e-08,4.1541e-08,5.0556e-06,1.3269e-05,1.5477e-09,4.0408e-05,1.3615e-05,1.2201e-07,6.5825e-05,4.1584e-05,A,A,A,2000289.0,3.255,2457084.8364627114,20150303.3364627,,189.1556896430616
289,,,,,,,,11.9,,,,,,,,,2.337801497668093,2.939859103224796,,MBA,2652.4358943171405,0.0,36358.0,,,,0.2575315338608696,2457000.5,20141209.0,57000.0,J2000,14.30471967235784,,1915-04-15,290 Bruna,22.32931245449027,a0000290,2014-10-30,6.231184190939038,0.873769,340.04468173,0.275735462849809,,,730.0,Bruna,N,10.50465086451538,JPL 9,290.0,1305.599201057752,3.57453580029501,N,,0.0,Otto Matic,0.0,,1.735743892111391,0.44755,13.807,-2808540299227002.5,0.0,1.3967e-08,1.7564e-08,5.2706e-08,8.5201e-06,1.794e-05,2.471e-09,1.6055e-05,1.17e-05,1.2202e-07,6.4935e-05,2.3439e-05,?,,,2000290.0,3.424,2456977.9015858294,20141116.4015858,,105.1084477908026
290,,,,,,,,11.45,,,,,,,,,2.221838001564996,2.426980252586481,0.2075,MBA,2653.647301157391,0.0,44983.0,14.97,1.1,,0.092329976747625,2457000.5,20141209.0,57000.0,J2000,,,1891-09-07,291 Alice,1.854805595799406,a0000291,2014-11-04,296.4423199425187,1.03135,401.3704795,0.297601755093113,,,1444.0,Alice,N,161.6594691116432,JPL 7,291.0,1209.670285336065,3.31189674287766,N,,0.0,Otto Matic,0.0,,2.01669575054351,0.53152,4.313,-3218903867274627.5,0.0,6.9418e-09,7.5827e-09,4.0688e-08,4.8822e-06,2.326e-05,1.3947e-09,0.00013189,5.6691e-06,9.0757e-08,7.8234e-05,0.00013413,?,,,2000291.0,3.643,2457214.0662138066,20150710.5662138,,331.9168700453926
291,,,,0.86,,,,9.9,,,,,,,,0.44,2.529035539750341,2.615193024077928,0.2652,MBA,2645.3239867183875,0.0,44850.0,32.5,0.8,,0.03406732842358259,2457000.5,20141209.0,57000.0,J2000,,,1891-08-28,292 Ludovica,14.89776321475785,a0000292,2014-06-14,239.2784298153685,1.47696,574.7885232,0.2450595746146243,,,1104.0,Ludovica,N,43.54099967843658,JPL 11,292.0,1469.030543149064,4.02198642888176,N,,0.0,Otto Matic,0.0,,2.442878055422753,0.50907,8.93,-3.293765593055766e+16,0.0,1.2015e-08,1.2424e-08,5.0915e-08,5.588e-06,7.9327e-05,1.7463e-09,2.1956e-05,1.0469e-05,1.2698e-07,0.00032419,8.0467e-05,?,,,2000292.0,3.404,2457493.1213161615,20160414.6213162,,287.5250577562599
292,,,,0.721,,,,9.94,,,,,,,,0.352,2.861798940052242,3.169685323446583,0.0615,MBA,2638.4039640669066,0.0,38539.0,55.11,1.6,,0.1075849106956202,2457000.5,20141209.0,57000.0,J2000,,,1909-04-20,293 Brasilia,15.58133188481502,a0000293,2014-10-25,345.4768497382812,1.62403,632.0237551,0.2035848217880884,,,1132.0,Brasilia,N,61.36043649106929,JPL 11,293.0,1768.304713672242,4.84135445221695,N,,0.0,Otto Matic,0.0,,2.553912556657901,0.49685,8.17,-1.605956726255598e+17,0.0,2.1269e-08,2.3558e-08,4.5815e-08,6.8948e-06,3.2317e-05,2.2696e-09,1.9931e-05,1.9714e-05,1.3366e-07,0.00015896,3.6426e-05,?,,CX,2000293.0,3.239,2457071.837097403,20150218.3370974,,87.0790569857746
293,,,,,,,,10.1,,,,,,,,,3.146338370602698,3.901744945549107,0.091,MBA,2634.9581250792144,0.0,39593.0,52.97,2.2,,0.2400906978106449,2457000.5,20141209.0,57000.0,J2000,,,1906-05-23,294 Felicia,6.292189646968978,a0000294,2014-10-16,109.5040970920471,1.37908,536.6965636,0.1766021286108787,,,1699.0,Felicia,N,136.0239430534284,JPL 13,294.0,2038.480525867365,5.58105551229943,N,,0.0,Otto Matic,0.0,,2.390931795656289,0.56561,10.4227,-1.4260426823973274e+17,0.0,1.7123e-08,2.1234e-08,3.5968e-08,4.4364e-06,9.9553e-06,1.4416e-09,4.2508e-05,1.664e-05,1.1553e-07,5.3674e-05,4.3258e-05,?,,,2000294.0,3.154,2456380.43897382,20130328.9389738,,185.0221944416624
294,,,,0.862,,,,10.19,,,,,,,,0.501,2.793891748453226,3.275418548769692,0.193,MBA,2640.4814506137004,0.0,41981.0,27.72,1.9,,0.172349841608234,2457000.5,20141209.0,57000.0,J2000,,,1899-07-11,295 Theresia,2.708988885331246,a0000295,2014-06-19,140.0305300396514,1.32595,516.0199615,0.2110521163086075,,,1394.0,Theresia,N,276.0561936555857,JPL 12,295.0,1705.73982529318,4.67006112332151,N,,3.7779621625249994e-39,Otto Matic,2.4324544666927304e-40,,2.31236494813676,0.57735,10.73,-2.7692462651308236e+16,7.555924325049999e-51,1.2898e-08,1.5121e-08,3.8936e-08,4.8291e-06,1.4283e-05,1.4615e-09,0.00010704,1.1812e-05,1.0933e-07,6.6382e-05,0.00010821,S,S,S,2000295.0,3.304,2456337.012078207,20130213.5120782,,148.1050853226916
295,,,,0.887,,,,12.62,,,,,,,,0.463,2.229596548385724,2.586003668638609,,MBA,2653.988315441783,0.0,30626.0,,,,0.1598527413001834,2457000.5,20141209.0,57000.0,J2000,10.267846119055609,,1930-12-24,296 Phaetusa,1.747146972236065,a0000296,2014-10-30,94.84923968045533,0.874689,340.40271813,0.2960497160193369,,,1444.0,Phaetusa,N,121.5804835283158,JPL 9,296.0,1216.011975422689,3.32925934407307,N,,0.0,Otto Matic,0.0,,1.873189428132839,0.47689,4.5385,-1038677346702649.1,0.0,7.2334e-09,8.3897e-09,4.817e-08,4.8951e-06,1.6258e-05,1.4407e-09,0.00016792,5.9176e-06,1.0774e-07,5.454e-05,0.00016847,?,,S,2000296.0,3.626,2456680.1171908025,20140122.6171908,,252.6168207215848
296,,,,,,,,9.1,,,,,,,,,3.165068363366798,3.617486053026116,0.1796,MBA,2633.185056912352,0.0,41824.0,39.48,1.8,,0.1429408902808232,2457000.5,20141209.0,57000.0,J2000,,,1900-05-02,297 Caecilia,7.552509822740876,a0000297,2014-11-04,11.47676119462547,1.70189,662.3245313,0.1750368268010422,,,1400.0,Caecilia,N,332.1083799962728,JPL 11,297.0,2056.710045419176,5.63096521675339,N,,0.0,Otto Matic,0.0,,2.71265067370748,0.57761,4.163,-5.904376426369713e+16,0.0,2.0036e-08,2.29e-08,4.8891e-08,6.0418e-06,1.7832e-05,1.6621e-09,3.6114e-05,1.953e-05,1.5614e-07,0.00010162,3.9432e-05,?,,,2000297.0,3.174,2456934.9323054506,20141004.4323055,,354.3251076586548
297,,,,,,,,11.1,,,,,,,,,2.263569531730047,2.480620760733963,,MBA,2652.495191409439,0.0,44541.0,,,,0.09588891613946732,2457000.5,20141209.0,57000.0,J2000,20.67661072379768,,1892-04-19,298 Baptistina,6.288366312097409,a0000298,2014-04-01,36.17092490904869,1.06407,414.1041219,0.2894098542500949,,,1350.0,Baptistina,N,8.22026737963308,JPL 13,298.0,1243.910650288032,3.40564175301309,N,,0.0,Otto Matic,0.0,,2.046518302726131,0.54973,16.23,-8481656108468987.0,0.0,7.8769e-09,8.6322e-09,4.2415e-08,4.7957e-06,2.3149e-05,1.5107e-09,4.0312e-05,6.4929e-06,9.7573e-08,7.9963e-05,4.6998e-05,?,,,2000298.0,3.604,2456875.5183368744,20140806.0183369,,134.8863579190792
298,,,,,,,,11.3,,,,,,,,,2.434102717100595,2.586000771336128,0.1673,MBA,2647.77431936227,0.0,29883.0,17.06,1.5,,0.06240412664937488,2457000.5,20141209.0,57000.0,J2000,,,1932-11-30,299 Thora,1.603635892692283,a0000299,2014-09-24,245.0682480287552,1.28762,501.1030754,0.2595348736561129,,,1473.0,Thora,N,241.5503693248101,JPL 13,299.0,1387.096827985455,3.79766414232842,N,,0.0,Otto Matic,0.0,,2.282204662865062,0.51624,,-4764087025332723.0,0.0,1.0868e-08,1.1546e-08,4.5331e-08,5.0168e-06,3.6733e-05,1.7382e-09,0.00016027,9.2898e-06,1.1199e-07,0.00014234,0.00016404,?,,,2000299.0,3.502,2457443.3374127615,20160224.8374128,,150.7956538571343
299,,,,,,,,9.7,,,,,,,,,3.203831943731218,3.385770810421793,0.0397,OMB,2631.877155656365,0.0,41700.0,80.18,2.3,,0.05678789333709153,2457000.5,20141209.0,57000.0,J2000,,,1900-06-04,300 Geraldina,0.7323861695798886,a0000300,2014-08-05,209.0888637230254,2.0208,786.434736,0.1718697649826889,,,1737.0,Geraldina,N,42.66685277213224,JPL 13,300.0,2094.60925274588,5.73472759136449,N,,0.0,Otto Matic,0.0,,3.021893077040643,0.5685,6.8423,-4.9458479572206336e+17,0.0,1.7213e-08,1.819e-08,4.1436e-08,4.5547e-06,3.6712e-05,1.3851e-09,0.00036736,1.688e-05,1.3638e-07,0.00021496,0.00036962,?,,,2000300.0,3.191,2457878.5551733,20170505.0551733,,326.228115511953
300,,,,,,,,10.2,,,,,,,,,2.724845846615342,2.905475314563281,0.0546,MBA,2640.9724261308816,0.0,42419.0,54.32,3.3,,0.0662897933005301,2457000.5,20141209.0,57000.0,J2000,,,1898-07-16,301 Bavaria,4.894688099055319,a0000301,2014-09-05,344.4946888961553,1.53347,596.7805199,0.2191246155349626,,,1739.0,Bavaria,N,142.3765810717258,JPL 58,301.0,1642.900771878639,4.49801717146787,N,,1.2480774630556106e+17,Otto Matic,8037285626220755.0,,2.544216378667403,0.53001,12.253,-1.0414215793382723e+17,132.0686213065441,1.1337e-08,1.2089e-08,3.4478e-08,3.8655e-06,2.9363e-05,1.3676e-09,4.6966e-05,1.0253e-05,9.7045e-08,0.00013406,5.5033e-05,C,C,,2000301.0,3.348,2457071.26024328,20150217.7602433,,125.5472893705131
301,,,,0.639,,,,10.89,,,,,,,,0.294,2.406522726282403,2.674318341839144,0.0524,MBA,2648.780802293672,0.0,44781.0,38.53,3.1,,0.111279071928995,2457000.5,20141209.0,57000.0,J2000,,,1892-03-21,302 Clarissa,3.412723168484616,a0000302,2014-10-29,55.00025774302411,1.15336,448.8531112,0.2640092375504543,,,1498.0,Clarissa,N,7.868676500118275,JPL 24,302.0,1363.588650685759,3.7333022606044,N,,4.454093036563878e+16,Otto Matic,2876797541298498.0,,2.138727110725662,0.57116,14.381,-3.716587104538778e+16,132.4590401146836,7.8641e-09,8.7393e-09,3.822e-08,4.4322e-06,1.7784e-05,1.2941e-09,6.5811e-05,6.684e-06,9.1099e-08,6.7154e-05,6.853e-05,C,,F,2000302.0,3.511,2456792.17297988,20140514.6729799,,54.9069469473641
302,,,,,,,,8.8,,,,,,,,,3.123593896778087,3.31825423331835,0.0594,MBA,2633.250762625626,0.0,45121.0,99.29,1.9,,0.06231934847262002,2457000.5,20141209.0,57000.0,J2000,,,1891-03-12,303 Josephina,6.872703543355326,a0000303,2014-09-24,250.0184788294733,1.946,757.32482,0.1785345303847058,,,1416.0,Josephina,N,344.0056486048713,JPL 7,303.0,2016.416651861535,5.52064791748538,N,,0.0,Otto Matic,0.0,,2.928933560237824,0.60883,12.497,-9.392022789533012e+17,0.0,1.5433e-08,1.6395e-08,4.4029e-08,5.5094e-06,4.0143e-05,1.3231e-09,3.9714e-05,1.4944e-05,1.359e-07,0.00022568,5.652e-05,?,,,2000303.0,3.201,2457616.523807459,20160816.0238075,,64.16195427088918
303,,,,0.708,,0.07,0.0767395,9.74,,,,,,,,0.249,2.402588014561672,2.936660051045448,0.0488,MBA,2650.187232189701,0.0,45040.0,67.86,2.1,,0.2222903108010432,2457000.5,20141209.0,57000.0,J2000,,,1891-02-28,304 Olga,15.85311118286277,a0000304,2014-06-23,264.7814931116637,0.860107,334.72784119,0.2646580538034635,,,1373.0,Olga,N,159.0831118132228,JPL 22,304.0,1360.245776866998,3.72414997088843,N,,1267502400.0,Otto Matic,81908569.68057947,,1.868515978077897,0.53627,18.36,16492265000.000004,132.51189661428504,8.1859e-09,1.0006e-08,3.4097e-08,3.6481e-06,8.3355e-06,1.3526e-09,1.0198e-05,6.9517e-06,8.1194e-08,3.2819e-05,1.2434e-05,Xc,Xc,C,2000304.0,3.44,2457360.2793663177,20151203.7793663,,172.497308973628
304,,,,0.919,,,,8.77,,,,,,,,0.507,3.091983801111871,3.687279031168077,0.2269,MBA,2635.0890855602065,0.0,44720.0,49.17,1.5,,0.192528573352208,2457000.5,20141209.0,57000.0,J2000,,,1892-05-24,305 Gordonia,4.442554878091449,a0000305,2014-11-01,294.4208114248315,1.51811,590.8028687,0.1812793181158993,,,1385.0,Gordonia,N,207.5201767027526,JPL 26,305.0,1985.885669372594,5.43705864304612,N,,0.0,Otto Matic,0.0,,2.496688571055665,0.59074,16.2,-1.1406259044163056e+17,0.0,1.6582e-08,1.9774e-08,3.8894e-08,4.6183e-06,1.1445e-05,1.4583e-09,5.7374e-05,1.5975e-05,1.2306e-07,6.4385e-05,5.8047e-05,?,,S,2000305.0,3.191,2457362.257696668,20151205.7576967,,261.2072118440325
