,A1,A2,A3,BV,DT,G,GM,H,H_sigma,IR,K1,K2,M1,M2,PC,UB,a,ad,albedo,class,closeness,condition_code,data_arc,diameter,diameter_sigma,dv,e,epoch,epoch_cal,epoch_mjd,equinox,est_diameter,extent,first_obs,full_name,i,id,last_obs,ma,moid,moid_ld,n,n_del_obs_used,n_dop_obs_used,n_obs_used,name,neo,om,orbit_id,pdes,per,per_y,pha,prefix,price,producer,profit,prov_des,q,rms,rot_per,saved,score,sigma_a,sigma_ad,sigma_e,sigma_i,sigma_ma,sigma_n,sigma_om,sigma_per,sigma_q,sigma_tp,sigma_w,spec,spec_B,spec_T,spkid,t_jup,tp,tp_cal,two_body,w
32,,,,0.848,,0.33,0.41372600000000004,8.55,,,,,,,,0.438,2.867401852134472,3.83278506916861,,MBA,2642.257596421633,0.0,57981.0,,,,0.3366752435887259,2457000.5,20141209.0,57000.0,J2000,66.9082007702406,,1856-01-25,33 Polyhymnia,1.868771356916197,a0000033,2014-10-24,18.26887147677733,0.895706,348.58190402,0.2029884053188502,,,1610.0,Polyhymnia,N,8.57749064948934,JPL 17,33.0,1773.500311185356,4.85557922295785,N,,6.200000000000001e-45,Otto Matic,3.994577386863707e-46,,1.902018635100335,0.60265,18.608,-45446000000.0,1.2400000000000004e-56,6.8078e-09,9.0998e-09,4.7444e-08,5.3239e-06,7.1438e-06,7.229e-10,0.00014391,6.316e-06,1.3594e-07,3.5109e-05,0.00014423,Sq,Sq,S,2000033.0,3.212,2456910.5004187524,20140910.0004188,,338.0973741442237
33,,,,0.707,,,0.24323085,8.51,,,,,,,,0.357,2.687929410288899,2.96908076377438,0.0541,MBA,2642.0253218865864,0.0,54936.0,113.54,3.3,,0.1045977444233785,2457000.5,20141209.0,57000.0,J2000,,,1864-04-28,34 Circe,5.497750423223362,a0000034,2014-09-25,129.0952168040815,1.41876,552.1388292,0.2236543168486498,,,1865.0,Circe,N,184.4291250601238,JPL 54,34.0,1609.626878982252,4.40691821761055,N,,31424767137.517494,Otto Matic,2024477891.4653902,,2.406778056803418,0.57803,12.15,-26221473900.000004,132.12126609432934,6.8094e-09,7.5217e-09,2.4156e-08,2.6029e-06,1.7445e-05,8.4989e-10,3.928e-05,6.1166e-06,6.5189e-08,7.7743e-05,4.2704e-05,Ch,Ch,C,2000034.0,3.359,2456423.2913030116,20130510.791303,,330.4261856033804
34,,,,0.703,,,,8.5,,,,,,,,0.335,2.99191707205064,3.67079132169706,0.0662,MBA,2637.457263296043,0.0,56468.0,103.11,2.7,,0.2269027627764841,2457000.5,20141209.0,57000.0,J2000,,,1860-03-11,35 Leukothea,7.934566208717842,a0000035,2014-10-18,270.6854792144343,1.31551,511.9570267,0.1904494602113382,,,1814.0,Leukothea,N,353.7693064993111,JPL 24,35.0,1890.265268279126,5.17526425264648,N,,8.53620070604861e+17,Otto Matic,5.489768658719171e+16,,2.313042822404221,0.57767,31.9,-7.122781945823436e+17,131.89286316480215,8.9828e-09,1.1021e-08,3.1468e-08,4.2654e-06,1.1127e-05,8.5769e-10,2.8421e-05,8.5128e-06,9.5188e-08,5.9646e-05,3.0119e-05,C,C,C,2000035.0,3.202,2457469.467046094,20160321.9670461,,213.4598144388589
35,,,,0.713,,,0.2882736,8.46,,,,,,,,0.363,2.749268879156518,3.579911296562752,0.0654,MBA,2643.7763879501144,0.0,54302.0,105.61,4.0,,0.3021321136334537,2457000.5,20141209.0,57000.0,J2000,,,1866-02-08,36 Atalante,18.42544739981187,a0000036,2014-10-12,314.7511613189027,0.967474,376.51185658,0.2162112312066459,,,979.0,Atalante,N,358.4140076705064,JPL 72,36.0,1665.038388574397,4.55862666276358,N,,37244168459.27999,Otto Matic,2400971452.516883,,1.918626461750283,0.53757,9.93,-31077302400.000004,132.20881939750572,1.0686e-08,1.3915e-08,5.2446e-08,6.1441e-06,9.0683e-06,1.2606e-09,1.3283e-05,9.7079e-06,1.4479e-07,4.2844e-05,1.6294e-05,C,,C,2000036.0,3.207,2457209.7807040066,20150706.280704,,46.97877314236094
36,,,,0.843,,0.24,,7.29,,,,,,,,0.414,2.642693231710804,3.101278369000588,0.1826,MBA,2643.753359145654,0.0,58091.0,108.35,1.9,,0.1735294629686961,2457000.5,20141209.0,57000.0,J2000,,,1855-10-07,37 Fides,3.072750210624252,a0000037,2014-10-24,334.3711777144002,1.2001,467.042917,0.2294214103708376,,,1785.0,Fides,N,7.297859009172372,JPL 96,37.0,1569.164793373446,4.29613906467747,N,,2.256132871425659e-37,Otto Matic,1.4544192170408208e-38,,2.18410809442102,0.58637,7.3335,-1.653745394755008e+18,4.512265742851318e-49,4.6502e-09,5.4572e-09,2.8919e-08,3.6309e-06,9.4872e-06,6.0555e-10,6.8211e-05,4.1418e-06,7.6593e-08,4.1408e-05,6.8982e-05,S,S,S,2000037.0,3.371,2457112.210682295,20150330.7106823,,62.94262788169094
37,,,,0.726,,,0.38102830000000004,8.32,,,,,,,,0.419,2.74024199305624,3.166583862803682,0.0618,MBA,2641.3964332059927,0.0,57983.0,115.93,2.1,,0.1555854814384238,2457000.5,20141209.0,57000.0,J2000,,,1856-01-29,38 Leda,6.974021640057305,a0000038,2014-10-30,16.59890416305662,1.33098,517.9774866,0.2172804728714678,,,1464.0,Leda,N,295.7627432890224,JPL 83,38.0,1656.844700503565,4.53619356742934,N,,49227824514.46499,Otto Matic,3170649425.5587025,,2.313900123308799,0.57778,12.838,-41076712200.0,132.08982166029963,7.8064e-09,9.021e-09,3.435e-08,4.1231e-06,1.3396e-05,9.2849e-10,3.5751e-05,7.08e-06,9.4357e-08,6.1563e-05,3.8056e-05,Cgh,Cgh,C,2000038.0,3.322,2456924.1060933424,20140923.6060933,,169.7627342901429
38,,,,0.898,,,0.29321162,6.0,,,,,,,,0.494,2.768949927655249,3.084385854346055,0.2869,MBA,2640.359904215115,0.0,57919.0,149.52,8.6,,0.113918971065655,2457000.5,20141209.0,57000.0,J2000,,,1856-02-28,39 Laetitia,10.38053114308258,a0000039,2014-09-26,320.1521020741382,1.45568,566.5069856,0.2139101639236683,,,5199.0,Laetitia,N,157.1146539432315,JPL 83,39.0,1682.949484010785,4.60766456950249,N,,4.394000000000001e-45,Otto Matic,2.8289624057646443e-46,,2.453514000964443,0.41873,5.138,-32208020000.000004,8.788000000000003e-57,4.0101e-09,4.4669e-09,3.0254e-08,3.5369e-06,1.3767e-05,4.6469e-10,1.916e-05,3.6559e-06,8.3732e-08,6.4485e-05,2.305e-05,S,S,S,2000039.0,3.305,2457186.783331259,20150613.2833313,,208.3000820947516
39,,,,0.854,,,,7.0,,,,,,,,0.432,2.267159529035888,2.373130253760666,0.2418,MBA,2652.160014147995,0.0,54819.0,107.62,6.2,,0.04674162685404065,2457000.5,20141209.0,57000.0,J2000,,,1864-09-27,40 Harmonia,4.257585229187899,a0000040,2014-10-30,6.660101159772588,1.16292,452.5735764,0.2887227152280778,,,4566.0,Harmonia,N,94.23864391630661,JPL 96,40.0,1246.871066987633,3.41374693220433,N,,2.2108378405308217e-37,Otto Matic,1.4297516514578393e-38,,2.16118880431111,0.44608,8.91,-1.620544137109092e+18,4.421675681061643e-49,2.3309e-09,2.4398e-09,2.6906e-08,2.8241e-06,2.9697e-05,4.4525e-10,4.3019e-05,1.9229e-06,6.1016e-08,0.00010285,5.1908e-05,S,S,S,2000040.0,3.61,2456977.4325348907,20141115.9325349,,268.6705070701954
40,,,,0.726,,0.1,0.4210663,7.12,,,,,,,,0.363,2.760265228492113,3.520123307728459,0.0828,MBA,2642.951447498119,0.0,54167.0,174.0,11.7,,0.2752844441877942,2457000.5,20141209.0,57000.0,J2000,,,1866-07-13,41 Daphne,15.79528720710646,a0000041,2014-11-01,150.3141647220095,1.02789,400.0239513,0.214920504835509,,,1691.0,Daphne,N,178.0878513310521,JPL 105,41.0,1675.037941472959,4.58600394653788,N,,54400625689.36499,Otto Matic,3505880220.7659183,,2.000407149255767,0.50485,5.988,-45393004200.0,132.16757237490594,5.3568e-09,6.8314e-09,1.8034e-08,1.9943e-06,5.3928e-06,6.2564e-10,8.8624e-06,4.8761e-06,5.0232e-08,2.3497e-05,9.8884e-06,Ch,Ch,C,2000041.0,3.233,2456301.1057526385,20130108.6057526,,45.98665959719801
41,,,,0.874,,,0.15392386666666666,7.53,,,,,,,,0.462,2.443975247191816,2.986350723363556,0.1712,MBA,2649.1449295893667,0.0,57834.0,100.2,3.4,,0.221923473568295,2457000.5,20141209.0,57000.0,J2000,,,1856-06-20,42 Isis,8.520528578763054,a0000042,2014-10-24,150.8403462694593,0.904889,352.15565213,0.2579638615218559,,,1932.0,Isis,N,84.34229464134641,JPL 79,42.0,1395.544313363053,3.82079209681876,N,,8073333333.333334,Otto Matic,521509947.7200948,,1.901599771020076,0.58064,13.597,-13355600000.000002,132.47339314613498,3.5012e-09,4.2783e-09,2.7068e-08,3.2366e-06,6.7823e-06,5.5434e-10,2.098e-05,2.9989e-06,6.5798e-08,2.5754e-05,2.1864e-05,L,L,S,2000042.0,3.451,2456415.765590383,20130503.2655904,,236.7953385051856
42,,,,0.863,,0.11,0.0847471,7.93,,,,,,,,0.49,2.203261746773119,2.575038224022646,0.274,MBA,2654.8280447277366,0.0,54796.0,65.88,2.5,,0.1687391331484006,2457000.5,20141209.0,57000.0,J2000,,,1864-08-03,43 Ariadne,3.470380962378263,a0000043,2014-08-13,15.6049978974309,0.816714,317.84058738,0.3013734102709514,,,1599.0,Ariadne,N,264.8712120087889,JPL 92,43.0,1194.531394379949,3.27044871835715,N,,1.2700000000000004e-45,Otto Matic,8.221368452762069e-47,,1.831485269523592,0.60853,5.762,-9309100000.0,2.5400000000000007e-57,3.6087e-09,4.2176e-09,3.0676e-08,4.0561e-06,1.0164e-05,7.4042e-10,6.0807e-05,2.9347e-06,6.7645e-08,3.3705e-05,6.1557e-05,Sk,Sk,S,2000043.0,3.642,2456948.720389173,20141018.2203892,,16.34250546315754
43,,,,0.703,,0.46,,7.03,,,,,,,,0.245,2.423694989060083,2.784286579142878,0.5458,MBA,2648.6879662897086,0.0,55028.0,70.64,4.0,,0.1487776274285377,2457000.5,20141209.0,57000.0,J2000,,,1864-03-02,44 Nysa,3.706792693721379,a0000044,2014-10-30,24.59181543525418,1.0798,420.225766,0.2612083924772712,,,2125.0,Nysa,N,131.5585092248581,JPL 99,44.0,1378.209928807418,3.77333313841867,N,,5.085593609284949e+16,Otto Matic,3284554297047849.0,,2.063103398977288,0.60105,6.422,6.617183327355739e+17,132.45439831448545,3.5242e-09,4.0485e-09,2.9489e-08,3.5276e-06,9.862e-06,5.6972e-10,5.078e-05,3.006e-06,7.1143e-08,3.7728e-05,5.1628e-05,Xc,Xc,E,2000044.0,3.494,2456906.3536549993,20140905.853655,,343.391004025991
44,,,,0.676,,0.07,0.3890359,7.46,,,,,,,,0.274,2.720721892248644,2.947422878654935,0.0398,MBA,2641.15833304361,0.0,54148.0,214.63,4.2,,0.08332383660827805,2457000.5,20141209.0,57000.0,J2000,,,1866-05-19,45 Eugenia,6.603549903104451,a0000045,2014-08-19,46.37801540384652,1.495,581.80915,0.219623013917855,,,2335.0,Eugenia,N,147.6783330496466,JPL 80,45.0,1639.172478229671,4.48780965976638,N,,50262384749.44499,Otto Matic,3236991224.266726,,2.494020905842353,0.5382,5.699,-41939970600.0,132.0779166521805,5.5416e-09,6.0033e-09,2.705e-08,3.0654e-06,1.7071e-05,6.7099e-10,2.9149e-05,5.008e-06,7.4566e-08,7.7669e-05,3.3495e-05,C,C,FC,2000045.0,3.344,2456789.3289820976,20140511.8289821,,88.69782748974355
45,,,,0.692,,0.06,0.42573740000000004,8.36,,,,,,,,0.226,2.525143179645035,2.958832396194214,0.0519,MBA,2646.454597314145,0.0,54993.0,124.14,3.6,,0.17174836660555,2457000.5,20141209.0,57000.0,J2000,,,1864-04-05,46 Hestia,2.344621728666516,a0000046,2014-10-29,38.07317524868478,1.08766,423.2846422,0.2456264103517935,,,2226.0,Hestia,N,181.1286693202829,JPL 133,46.0,1465.640439415278,4.01270483070576,N,,7031882880.0,Otto Matic,453774483.17485374,,2.091453963095855,0.61415,21.04,91496218000.0,132.33679363146723,4.1935e-09,4.9137e-09,2.6724e-08,3.091e-06,1.0831e-05,6.1187e-10,8.4525e-05,3.651e-06,6.7148e-08,4.3981e-05,8.4564e-05,Xc,Xc,P,2000046.0,3.432,2456845.495596385,20140706.9955964,,176.5452476064428
46,,,,0.665,,0.16,0.26858825000000003,7.84,,,,,,,,0.3,2.879112236532545,3.261680478178725,0.0801,MBA,2638.2950539474687,0.0,56495.0,126.96,7.7,,0.1328771545589087,2457000.5,20141209.0,57000.0,J2000,,,1860-02-24,47 Aglaja,4.983127983510426,a0000047,2014-10-29,90.78401010900178,1.48744,578.8670248,0.2017512252525623,,,1406.0,Aglaja,N,3.127617374905893,JPL 86,47.0,1784.375780366806,4.88535463481672,N,,34604342441.987495,Otto Matic,2226168118.8717275,,2.496543994886364,0.62589,13.178,-20438386500.000004,131.93475269737345,9.1613e-09,1.0379e-08,3.1875e-08,4.6167e-06,1.7152e-05,9.6296e-10,4.3067e-05,8.5168e-06,9.2797e-08,8.4448e-05,4.6408e-05,B,B,C,2000047.0,3.276,2456550.5200308803,20130915.0200309,,313.8835025048166
47,,,,0.716,,,0.4477583,6.9,,,,,,,,0.442,3.109449043525904,3.338118599037739,0.0624,MBA,2633.5537854822883,0.0,56388.0,221.8,7.5,,0.0735402163891191,2457000.5,20141209.0,57000.0,J2000,,,1860-02-27,48 Doris,6.547471224330167,a0000048,2014-07-17,141.4663127669298,1.90435,741.1158895,0.1797541425084765,,,1859.0,Doris,N,183.5798783892293,JPL 145,48.0,2002.735486237953,5.48319092741397,N,,57849159805.96499,Otto Matic,3714866768.3059435,,2.88077948801407,0.60309,11.89,-48270532200.00001,131.69768927411442,7.9846e-09,8.5718e-09,2.5874e-08,3.0456e-06,2.0494e-05,6.9238e-10,2.7655e-05,7.7141e-06,8.0962e-08,0.00011375,3.4352e-05,Ch,Ch,CG,2000048.0,3.205,2456213.5010980954,20121013.0010981,,253.5676786877742
48,,,,0.749,,,0.37915986,7.8,,,,,,,,0.411,3.093789510199147,3.797584790346136,0.0597,MBA,2635.6337177754826,0.0,55116.0,149.8,3.8,,0.2274864782580784,2457000.5,20141209.0,57000.0,J2000,,,1863-11-20,49 Pales,3.173777469756087,a0000049,2014-10-15,312.9026624724272,1.39914,544.5033138,0.1811206341088739,,,1503.0,Pales,N,285.9962259268116,JPL 57,49.0,1987.625550071779,5.4418221767879,N,,48986427126.30299,Otto Matic,3148218120.2642617,,2.389994230052157,0.6498,10.42,-40875285240.0,131.80168588877413,7.5131e-09,9.2223e-09,3.832e-08,3.9126e-06,8.4176e-06,6.5976e-10,8.0776e-05,7.2403e-06,1.1834e-07,4.7007e-05,8.1154e-05,Ch,Ch,CG,2000049.0,3.181,2457260.5329761393,20150826.0329761,,110.1984248963996
49,,,,0.703,,,0.186844,9.24,,,,,,,,0.347,2.649919087301987,3.406161098120389,0.0357,MBA,2645.5241642259057,0.0,57208.0,99.82,5.2,,0.2853830573326558,2457000.5,20141209.0,57000.0,J2000,,,1857-10-19,50 Virginia,2.837155561739446,a0000050,2014-06-06,152.5453927597633,0.894627,348.16198959,0.2284836636108621,,,1924.0,Virginia,N,173.5289937751203,JPL 84,50.0,1575.604987729572,4.31377135586467,N,,24139738816.199997,Otto Matic,1557213980.4414222,,1.893677076483585,0.5652,14.315,-20142696000.0,132.2962082112953,4.7533e-09,6.1098e-09,3.3029e-08,4.2204e-06,7.0754e-06,6.1476e-10,7.4203e-05,4.2393e-06,8.7747e-08,3.0028e-05,7.4325e-05,Ch,Ch,X,2000050.0,3.33,2456332.8575508683,20130209.3575509,,200.2593671330898
50,,,,0.789,,0.08,,7.35,,,,,,,,0.482,2.365163323908779,2.523436557961746,0.0928,MBA,2649.58041279245,0.0,55004.0,147.86,2.4,,0.06691852205428137,2457000.5,20141209.0,57000.0,J2000,,,1863-09-12,51 Nemausa,9.980030923937193,a0000051,2014-04-17,23.10062102084175,1.21175,471.5767475,0.2709644837314808,,,4580.0,Nemausa,N,176.024451412965,JPL 94,51.0,1328.58740393723,3.63747406964334,N,,2.51718052386446e+18,Otto Matic,1.626280527293238e+17,,2.206890089855812,0.50303,7.783,-2.100387351138045e+18,132.4990206396225,2.3168e-09,2.4718e-09,1.7531e-08,2.0296e-06,2.0518e-05,3.9813e-10,1.5739e-05,1.9521e-06,4.1719e-08,7.5722e-05,2.5832e-05,Ch,Ch,CU,2000051.0,3.525,2456915.246683024,20140914.746683,,2.097717995855777
51,,,,0.679,,0.18,1.7100674666666669,6.31,,,,,,,,0.338,3.094438871548399,3.427611877539711,0.0578,MBA,2634.054291770086,0.0,55793.0,302.5,5.4,,0.1076683107411325,2457000.5,20141209.0,57000.0,J2000,,,1860-07-09,52 Europa,7.483113879029118,a0000052,2013-04-11,306.7786950223747,1.77857,692.1660869,0.1810636254359869,,,2209.0,Europa,N,128.7282488761585,JPL 89,52.0,1988.251362653037,5.44353555825609,N,,220936085736.83997,Davide Farnocchia,14190424002.14151,,2.761265865557087,0.59821,5.6304,-184353627200.0,131.72271458850432,6.9334e-09,7.6799e-09,2.8819e-08,2.9996e-06,1.352e-05,6.0853e-10,2.4175e-05,6.6823e-06,8.9409e-08,7.4701e-05,2.8149e-05,C,C,CF,2000052.0,3.202,2457294.4370337334,20150928.9370337,,344.3178721559961
52,,,,0.705,,,0.3756899,8.81,,,,,,,,0.318,2.616996841873185,3.157181743879746,0.0397,MBA,2644.8009269172626,0.0,54139.0,115.38,2.4,,0.2064140442828769,2457000.5,20141209.0,57000.0,J2000,,,1866-01-01,53 Kalypso,5.171525703479798,a0000053,2014-03-25,51.64019478757911,1.09738,427.0673746,0.2328087377006479,1.0,0.0,1581.0,Kalypso,N,143.5611437018435,JPL 135,53.0,1546.333713912827,4.23363097580514,N,,0.0,Otto Matic,0.0,,2.076811939866625,0.55916,9.036,-41267900000.0,0.0,5.6602e-09,6.8285e-09,4.005e-08,4.8044e-06,8.1675e-06,7.553e-10,4.8221e-05,5.0167e-06,1.063e-07,3.4777e-05,4.8874e-05,?,,XC,2000053.0,3.37,2456778.686182797,20140501.1861828,,313.4403385815837
53,,,,0.727,,,0.4078315166666667,7.66,,,,,,,,0.357,2.710595437451152,3.24806959922772,0.0555,MBA,2642.607712908073,0.0,55139.0,165.75,3.4,,0.1982863817855347,2457000.5,20141209.0,57000.0,J2000,,,1863-10-24,54 Alexandra,11.80173877610573,a0000054,2014-10-11,24.54669554706475,1.16088,451.7796696,0.2208548899577275,,,1366.0,Alexandra,N,313.3365632604122,JPL 147,54.0,1630.029564067635,4.46277772503117,N,,52690727523.21749,Otto Matic,3395243197.9290113,,2.173121275674585,0.56318,7.024,-43966229900.0,132.15038564540367,7.7135e-09,9.243e-09,3.2563e-08,4.0777e-06,9.2087e-06,9.4273e-10,1.7134e-05,6.9579e-06,8.9598e-08,4.1484e-05,1.8986e-05,C,C,C,2000054.0,3.305,2456889.3560015503,20140819.8560016,,345.2759341973003
54,,,,0.704,,,,7.7,,,,,,,,0.242,2.759719116508379,3.152488188657279,0.3013,MBA,2640.832579818451,0.0,55132.0,66.7,2.9,,0.1423221188705013,2457000.5,20141209.0,57000.0,J2000,,,1863-11-20,55 Pandora,7.185788064795459,a0000055,2014-10-31,18.8526095975485,1.36767,532.2561339,0.2149843028877492,,,1676.0,Pandora,N,10.43280107451054,JPL 46,55.0,1674.540862585528,4.58464301871466,N,,3.892782424762882e+16,Otto Matic,2506715200439311.5,,2.366950044359478,0.56287,4.804,5.570129395545266e+17,132.06162899092257,8.273e-09,9.4505e-09,3.3995e-08,4.0171e-06,1.5862e-05,9.6671e-10,3.2975e-05,7.5299e-06,9.2689e-08,7.3613e-05,3.6295e-05,X,X,M,2000055.0,3.316,2456912.8070412846,20140912.3070413,,3.916473592490287
55,,,,0.697,,,0.30795895,8.31,,,,,,,,0.312,2.598552049641552,3.214307464052321,0.0653,MBA,2645.725062339809,0.0,54339.0,113.24,1.7,,0.2369609700508814,2457000.5,20141209.0,57000.0,J2000,,,1865-06-13,56 Melete,8.073639237956213,a0000056,2014-03-23,229.8574609603181,0.987179,384.18045143,0.235291882004423,,,1578.0,Melete,N,193.0209190053518,JPL 84,56.0,1530.014537404366,4.1889515055561,N,,4625042240.0,Otto Matic,298376358.4411979,,1.982796635230784,0.58048,18.147,66179100000.00001,132.29550320147044,6.0749e-09,7.5144e-09,2.9753e-08,4.756e-06,1.161e-05,8.251e-10,2.8066e-05,5.3653e-06,7.6861e-08,4.9926e-05,2.9891e-05,Xk,Xk,P,2000056.0,3.362,2457553.611046293,20160614.1110463,,104.8110279904386
56,,,,0.817,,,0.88250425,7.03,,,,,,,,0.41,3.152023211066437,3.512913644987851,0.2149,MBA,2633.1217436516995,0.0,56496.0,112.59,2.8,,0.1144948529104624,2457000.5,20141209.0,57000.0,J2000,,,1859-12-22,57 Mnemosyne,15.21424879487795,a0000057,2014-08-27,220.9548759718531,1.81025,704.4949925,0.1761245771850607,,,1639.0,Mnemosyne,N,199.2192037600913,JPL 12,57.0,2044.007745845343,5.59618821586678,N,,1.3225000000000003e-44,Otto Matic,8.491230193806765e-46,,2.791132777145021,0.5246,12.463,-96939250000.00002,2.645000000000001e-56,9.2187e-09,1.0274e-08,5.0531e-08,6.1057e-06,2.1657e-05,7.7267e-10,2.0153e-05,8.9671e-06,1.5976e-07,0.00012442,2.798e-05,S,S,S,2000057.0,3.143,2457789.9703070433,20170205.470307,,211.0904631586918
57,,,,0.69,,,,8.86,,,,,,,,0.37,2.701656512142341,2.820978664403779,0.0578,MBA,2641.3839195330106,0.0,55050.0,93.43,3.0,,0.04416629268937646,2457000.5,20141209.0,57000.0,J2000,,,1864-02-09,58 Concordia,5.062997864674397,a0000058,2014-10-30,303.8457747842787,1.58518,616.9045006,0.221951904398015,,,1755.0,Concordia,N,161.1259144781913,JPL 90,58.0,1621.973016975923,4.44072010123456,N,,6.350695703059726e+17,Otto Matic,4.090315687819449e+16,,2.582334359880902,0.56788,9.895,-5.299151490793766e+17,132.08919597665053,8.8174e-09,9.2068e-09,4.2791e-08,4.7657e-06,4.7248e-05,1.0866e-09,5.2017e-05,7.9404e-06,1.1637e-07,0.00021316,7.052e-05,Ch,Ch,C,2000058.0,3.36,2457253.50177247,20150819.0017725,,30.06440693167462
58,,,,0.662,,,0.23199796666666667,7.93,,,,,,,,0.285,2.712044332091222,3.035460973275632,0.0438,MBA,2641.622636431866,0.0,55223.0,164.8,6.0,,0.1192519743713143,2457000.5,20141209.0,57000.0,J2000,,,1863-04-11,59 Elpis,8.641192378798683,a0000059,2014-06-21,165.613612806236,1.39503,542.9038251,0.2206779278485078,,,1455.0,Elpis,N,170.0383056061145,JPL 84,59.0,1631.336688312275,4.46635643617324,N,,29890127674.528328,Otto Matic,1925318314.5976486,,2.388627690906811,0.61599,13.69,-17654026600.0,132.1011318215933,8.002e-09,8.9563e-09,2.5905e-08,2.7338e-06,1.6295e-05,9.7668e-10,2.4755e-05,7.22e-06,6.8874e-08,7.2581e-05,2.8813e-05,B,B,CP,2000059.0,3.336,2456250.02343707,20121118.5234371,,211.57894167
59,,,,0.854,,0.27,0.021019950000000003,8.21,,,,,,,,0.452,2.392786535247395,2.832198596536783,0.2535,MBA,2649.8854912490865,0.0,56144.0,60.2,1.8,,0.1836403100805463,2457000.5,20141209.0,57000.0,J2000,,,1861-01-05,60 Echo,3.600965652659223,a0000060,2014-09-24,142.763569229675,0.973993,379.04885581,0.266285880852153,,,1621.0,Echo,N,191.6103040421268,JPL 95,60.0,1351.930484815599,3.70138394200027,N,,3.150000000000001e-40,Otto Matic,2.0353619698164153e-41,,1.953374473958007,0.58864,25.208,-2308950000000000.0,6.300000000000002e-52,4.9322e-09,5.838e-09,2.9529e-08,3.9055e-06,9.5428e-06,8.2334e-10,5.8634e-05,4.1801e-06,7.0944e-08,3.529e-05,5.9078e-05,S,S,S,2000060.0,3.505,2456464.37105177,20130620.8710518,,270.9173264961851
60,,,,0.852,,,0.1928497,7.68,,,,,,,,0.402,2.983264501361287,3.482597234320395,0.2224,MBA,2636.7000424340017,0.0,54433.0,82.04,4.3,,0.1673779622059185,2457000.5,20141209.0,57000.0,J2000,,,1865-08-27,61 Danae,18.21181797841961,a0000061,2014-09-08,325.5512284521977,1.4792,575.660264,0.1912786215393283,,,1087.0,Danae,N,333.7281517156802,JPL 15,61.0,1882.071279596614,5.15283033428231,N,,2.8900000000000007e-45,Otto Matic,1.8580721052752722e-46,,2.483931768402179,0.63882,11.45,-21183700000.0,5.780000000000001e-57,1.1231e-08,1.311e-08,4.8868e-08,6.175e-06,1.9452e-05,1.0801e-09,1.6456e-05,1.0628e-05,1.4618e-07,0.00010199,2.4163e-05,S,S,S,2000061.0,3.162,2457180.5973431873,20150607.0973432,,12.87727447417001
61,,,,0.708,,,,8.76,,,,,,,,0.378,3.128280958233239,3.664181865287361,0.0608,MBA,2634.1573071643375,0.0,39709.0,95.39,2.0,,0.1713084323975755,2457000.5,20141209.0,57000.0,J2000,,,1906-02-15,62 Erato,2.23000776225742,a0000062,2014-11-04,317.5957876604579,1.60122,623.1467874,0.178133436873825,,,1702.0,Erato,N,125.5690698644706,JPL 92,62.0,2020.956909145554,5.53307846446421,N,,6.758818802958801e+17,Otto Matic,4.341267078109012e+16,,2.592380051179118,0.5773,9.2213,-5.6396978237278995e+17,131.7278653582169,1.379e-08,1.6152e-08,3.7766e-08,4.6251e-06,1.5071e-05,1.1778e-09,0.0001189,1.3363e-05,1.1729e-07,8.5256e-05,0.00011966,Ch,Ch,BU,2000062.0,3.19,2457238.5474608457,20150804.0474608,,274.0558057154233
62,,,,0.916,,0.25,0.1020969,7.55,,,,,,,,0.5,2.394952311371419,2.700758602195467,0.1586,MBA,2649.2172414910283,0.0,56120.0,103.14,2.4,,0.1276878413703925,2457000.5,20141209.0,57000.0,J2000,,,1861-03-01,63 Ausonia,5.780168173464705,a0000063,2014-10-25,73.94836991037248,1.0821,421.120857,0.2659247555815433,,,1897.0,Ausonia,N,337.767791524314,JPL 85,63.0,1353.766403630705,3.70641041377332,N,,7.650000000000001e-46,Otto Matic,4.941775392377884e-47,,2.08914602054737,0.59488,9.298,-11214900000.0,1.5300000000000003e-57,4.0778e-09,4.5985e-09,2.8267e-08,3.3558e-06,1.3248e-05,6.7917e-10,3.3689e-05,3.4575e-06,6.8332e-08,4.9697e-05,3.5862e-05,Sa,Sa,S,2000063.0,3.512,2456722.4199478114,20140305.9199478,,296.0743796362601
